id,data_subject_id,proto,service,flag,src_bytes,dst_bytes,text,label
1389,flow-001388,tcp,http,S0,79,1078,tcp http S0 79->1078 normal,normal
1390,flow-001389,tcp,smtp,RSTR,432,60,tcp smtp RSTR 432->60 attack,attack
1391,flow-001390,udp,http,RSTO,127,822,udp http RSTO 127->822 normal,normal
1392,flow-001391,icmp,ftp,SF,473,995,icmp ftp SF 473->995 normal,normal
1393,flow-001392,udp,other,REJ,56,641,udp other REJ 56->641 attack,attack
1394,flow-001393,tcp,ssl,S0,552,187,tcp ssl S0 552->187 normal,normal
1395,flow-001394,udp,http,REJ,1897,40,udp http REJ 1897->40 normal,normal
1396,flow-001395,tcp,ftp,SF,963,574,tcp ftp SF 963->574 normal,normal
1397,flow-001396,icmp,ssh,S0,162,167,icmp ssh S0 162->167 normal,normal
1398,flow-001397,tcp,ssh,S0,167,106,tcp ssh S0 167->106 normal,normal
1399,flow-001398,icmp,smtp,RSTR,915,996,icmp smtp RSTR 915->996 normal,normal
1400,flow-001399,icmp,ftp,S1,544,752,icmp ftp S1 544->752 attack,attack
1401,flow-001400,udp,ssh,RSTO,283,922,udp ssh RSTO 283->922 normal,normal
1402,flow-001401,icmp,smtp,S1,1142,564,icmp smtp S1 1142->564 normal,normal
1403,flow-001402,udp,ftp,SF,1046,1394,udp ftp SF 1046->1394 attack,attack
1404,flow-001403,udp,smtp,SF,571,1044,udp smtp SF 571->1044 attack,attack
1405,flow-001404,icmp,dns,RSTO,551,1776,icmp dns RSTO 551->1776 attack,attack
1406,flow-001405,tcp,ssh,RSTR,806,195,tcp ssh RSTR 806->195 normal,normal
1407,flow-001406,tcp,smtp,RSTR,452,504,tcp smtp RSTR 452->504 normal,normal
1408,flow-001407,icmp,ssh,S0,396,942,icmp ssh S0 396->942 normal,normal
1409,flow-001408,tcp,ftp,S1,166,65,tcp ftp S1 166->65 normal,normal
1410,flow-001409,icmp,http,RSTR,787,1103,icmp http RSTR 787->1103 normal,normal
1411,flow-001410,icmp,ftp,RSTR,185,950,icmp ftp RSTR 185->950 normal,normal
1412,flow-001411,icmp,ssl,SF,450,881,icmp ssl SF 450->881 normal,normal
1413,flow-001412,udp,ssl,REJ,1711,644,udp ssl REJ 1711->644 normal,normal
1414,flow-001413,icmp,ftp,S0,135,915,icmp ftp S0 135->915 normal,normal
1415,flow-001414,icmp,http,RSTO,572,973,icmp http RSTO 572->973 normal,normal
1416,flow-001415,udp,http,RSTO,1275,903,udp http RSTO 1275->903 normal,normal
1417,flow-001416,icmp,ssl,S1,698,228,icmp ssl S1 698->228 normal,normal
1418,flow-001417,tcp,dns,SF,198,373,tcp dns SF 198->373 normal,normal
1419,flow-001418,icmp,ssl,S1,1452,582,icmp ssl S1 1452->582 normal,normal
1420,flow-001419,icmp,ssh,SF,347,499,icmp ssh SF 347->499 normal,normal
1421,flow-001420,udp,ftp,SF,196,1108,udp ftp SF 196->1108 normal,normal
1422,flow-001421,udp,smtp,RSTR,684,1276,udp smtp RSTR 684->1276 normal,normal
1423,flow-001422,udp,other,S1,182,314,udp other S1 182->314 normal,normal
1424,flow-001423,tcp,ssl,RSTR,644,763,tcp ssl RSTR 644->763 normal,normal
1425,flow-001424,tcp,ssl,S1,722,718,tcp ssl S1 722->718 normal,normal
1426,flow-001425,icmp,ftp,SF,494,641,icmp ftp SF 494->641 normal,normal
1427,flow-001426,udp,ftp,SF,772,204,udp ftp SF 772->204 normal,normal
1428,flow-001427,udp,ftp,SF,1505,548,udp ftp SF 1505->548 normal,normal
1429,flow-001428,icmp,ftp,RSTO,601,1219,icmp ftp RSTO 601->1219 normal,normal
1430,flow-001429,udp,ftp,SF,540,1396,udp ftp SF 540->1396 attack,attack
1431,flow-001430,icmp,http,RSTO,421,1328,icmp http RSTO 421->1328 normal,normal
1432,flow-001431,udp,http,SF,985,1315,udp http SF 985->1315 normal,normal
1433,flow-001432,udp,ssh,SF,40,930,udp ssh SF 40->930 attack,attack
1434,flow-001433,udp,ftp,RSTR,887,54,udp ftp RSTR 887->54 attack,attack
1435,flow-001434,udp,ssh,RSTO,275,66,udp ssh RSTO 275->66 normal,normal
1436,flow-001435,tcp,ftp,RSTR,442,112,tcp ftp RSTR 442->112 normal,normal
1437,flow-001436,icmp,ssl,RSTR,946,2025,icmp ssl RSTR 946->2025 normal,normal
1438,flow-001437,udp,other,RSTO,230,260,udp other RSTO 230->260 normal,normal
1439,flow-001438,tcp,other,RSTR,666,651,tcp other RSTR 666->651 normal,normal
1440,flow-001439,udp,ssh,SF,101,1117,udp ssh SF 101->1117 normal,normal
1441,flow-001440,icmp,ssl,RSTO,298,271,icmp ssl RSTO 298->271 normal,normal
1442,flow-001441,icmp,ftp,RSTR,197,29,icmp ftp RSTR 197->29 attack,attack
1443,flow-001442,udp,other,RSTO,848,652,udp other RSTO 848->652 normal,normal
1444,flow-001443,icmp,dns,SF,404,1395,icmp dns SF 404->1395 normal,normal
1445,flow-001444,icmp,ssh,RSTO,375,408,icmp ssh RSTO 375->408 normal,normal
1446,flow-001445,icmp,smtp,S1,807,1154,icmp smtp S1 807->1154 normal,normal
1447,flow-001446,icmp,smtp,S1,1604,375,icmp smtp S1 1604->375 normal,normal
1448,flow-001447,tcp,dns,S1,621,406,tcp dns S1 621->406 normal,normal
1449,flow-001448,icmp,ssl,REJ,1416,285,icmp ssl REJ 1416->285 attack,attack
1450,flow-001449,udp,dns,RSTR,607,363,udp dns RSTR 607->363 normal,normal
1451,flow-001450,icmp,other,S1,276,1294,icmp other S1 276->1294 normal,normal
1452,flow-001451,udp,ftp,REJ,917,336,udp ftp REJ 917->336 normal,normal
1453,flow-001452,tcp,ftp,S1,145,983,tcp ftp S1 145->983 normal,normal
1454,flow-001453,udp,ssh,RSTR,240,1532,udp ssh RSTR 240->1532 normal,normal
1455,flow-001454,tcp,ftp,RSTO,799,295,tcp ftp RSTO 799->295 attack,attack
1456,flow-001455,icmp,ssh,REJ,1483,1891,icmp ssh REJ 1483->1891 normal,normal
1457,flow-001456,tcp,http,S1,612,649,tcp http S1 612->649 normal,normal
1458,flow-001457,tcp,ssl,SF,497,3,tcp ssl SF 497->3 attack,attack
1459,flow-001458,icmp,other,REJ,277,155,icmp other REJ 277->155 attack,attack
1460,flow-001459,tcp,http,RSTO,87,674,tcp http RSTO 87->674 normal,normal
1461,flow-001460,icmp,ftp,S1,1196,1301,icmp ftp S1 1196->1301 normal,normal
1462,flow-001461,udp,other,RSTR,338,86,udp other RSTR 338->86 normal,normal
1463,flow-001462,udp,smtp,SF,706,350,udp smtp SF 706->350 normal,normal
1464,flow-001463,tcp,ssl,SF,230,1239,tcp ssl SF 230->1239 normal,normal
1465,flow-001464,udp,ssl,RSTO,730,1252,udp ssl RSTO 730->1252 normal,normal
1466,flow-001465,tcp,ssl,REJ,1055,1047,tcp ssl REJ 1055->1047 normal,normal
1467,flow-001466,icmp,ssl,REJ,550,425,icmp ssl REJ 550->425 normal,normal
1468,flow-001467,udp,smtp,RSTO,460,635,udp smtp RSTO 460->635 attack,attack
1469,flow-001468,icmp,ssl,REJ,340,1139,icmp ssl REJ 340->1139 normal,normal
1470,flow-001469,icmp,ssl,S1,724,451,icmp ssl S1 724->451 normal,normal
1471,flow-001470,tcp,http,RSTO,551,1074,tcp http RSTO 551->1074 normal,normal
1472,flow-001471,udp,smtp,REJ,1250,490,udp smtp REJ 1250->490 normal,normal
1473,flow-001472,tcp,smtp,RSTR,648,779,tcp smtp RSTR 648->779 attack,attack
1474,flow-001473,icmp,ftp,REJ,936,98,icmp ftp REJ 936->98 normal,normal
1475,flow-001474,icmp,ssh,S0,424,339,icmp ssh S0 424->339 normal,normal
1476,flow-001475,udp,http,RSTO,823,20,udp http RSTO 823->20 normal,normal
1477,flow-001476,udp,smtp,SF,913,329,udp smtp SF 913->329 normal,normal
1478,flow-001477,udp,ftp,REJ,804,1094,udp ftp REJ 804->1094 normal,normal
1479,flow-001478,icmp,http,S0,538,292,icmp http S0 538->292 normal,normal
1480,flow-001479,tcp,smtp,RSTO,838,1391,tcp smtp RSTO 838->1391 normal,normal
1481,flow-001480,tcp,ssl,S0,672,1870,tcp ssl S0 672->1870 normal,normal
1482,flow-001481,icmp,dns,RSTO,1037,1410,icmp dns RSTO 1037->1410 normal,normal
1483,flow-001482,udp,http,RSTR,746,1427,udp http RSTR 746->1427 normal,normal
1484,flow-001483,icmp,ssh,RSTR,572,737,icmp ssh RSTR 572->737 attack,attack
1485,flow-001484,icmp,ftp,S1,308,1310,icmp ftp S1 308->1310 normal,normal
1486,flow-001485,udp,ftp,RSTR,1176,511,udp ftp RSTR 1176->511 normal,normal
1487,flow-001486,tcp,ssh,S0,217,12,tcp ssh S0 217->12 attack,attack
1488,flow-001487,tcp,ssl,REJ,234,302,tcp ssl REJ 234->302 attack,attack
1489,flow-001488,tcp,smtp,RSTR,439,978,tcp smtp RSTR 439->978 normal,normal
1490,flow-001489,tcp,ssh,SF,650,1618,tcp ssh SF 650->1618 normal,normal
1491,flow-001490,udp,smtp,REJ,1332,1336,udp smtp REJ 1332->1336 normal,normal
1492,flow-001491,tcp,dns,S0,1534,145,tcp dns S0 1534->145 normal,normal
1493,flow-001492,udp,http,S0,139,594,udp http S0 139->594 normal,normal
1494,flow-001493,tcp,ssh,S1,782,1066,tcp ssh S1 782->1066 normal,normal
1495,flow-001494,tcp,ssh,S1,325,1265,tcp ssh S1 325->1265 attack,attack
1496,flow-001495,tcp,other,RSTO,1294,991,tcp other RSTO 1294->991 normal,normal
1497,flow-001496,udp,http,S0,261,1084,udp http S0 261->1084 normal,normal
1498,flow-001497,udp,dns,RSTO,707,1333,udp dns RSTO 707->1333 normal,normal
1499,flow-001498,icmp,smtp,S0,209,91,icmp smtp S0 209->91 normal,normal
1500,flow-001499,udp,http,REJ,737,346,udp http REJ 737->346 attack,attack
1501,flow-001500,icmp,ftp,RSTO,116,1419,icmp ftp RSTO 116->1419 attack,attack
1502,flow-001501,tcp,ftp,REJ,714,129,tcp ftp REJ 714->129 normal,normal
1503,flow-001502,udp,smtp,SF,370,46,udp smtp SF 370->46 attack,attack
1504,flow-001503,udp,other,RSTO,507,780,udp other RSTO 507->780 attack,attack
1505,flow-001504,icmp,http,S0,1349,1279,icmp http S0 1349->1279 normal,normal
1506,flow-001505,udp,http,RSTO,1284,878,udp http RSTO 1284->878 normal,normal
1507,flow-001506,tcp,http,RSTO,24,1754,tcp http RSTO 24->1754 attack,attack
1508,flow-001507,udp,other,RSTO,1891,331,udp other RSTO 1891->331 attack,attack
1509,flow-001508,icmp,other,S0,480,110,icmp other S0 480->110 attack,attack
1510,flow-001509,udp,ftp,S0,1152,754,udp ftp S0 1152->754 normal,normal
1511,flow-001510,icmp,smtp,REJ,1121,104,icmp smtp REJ 1121->104 attack,attack
1512,flow-001511,udp,ftp,REJ,682,1676,udp ftp REJ 682->1676 normal,normal
1513,flow-001512,icmp,http,S1,1214,213,icmp http S1 1214->213 normal,normal
1514,flow-001513,icmp,ftp,S0,1205,1001,icmp ftp S0 1205->1001 normal,normal
1515,flow-001514,icmp,ssh,S0,270,676,icmp ssh S0 270->676 normal,normal
1516,flow-001515,tcp,ssl,REJ,944,769,tcp ssl REJ 944->769 normal,normal
1517,flow-001516,tcp,smtp,RSTO,1525,369,tcp smtp RSTO 1525->369 attack,attack
1518,flow-001517,udp,http,RSTR,1221,1028,udp http RSTR 1221->1028 normal,normal
1519,flow-001518,udp,http,S0,40,372,udp http S0 40->372 normal,normal
1520,flow-001519,icmp,ftp,SF,934,523,icmp ftp SF 934->523 attack,attack
1521,flow-001520,tcp,http,RSTO,461,426,tcp http RSTO 461->426 normal,normal
1522,flow-001521,tcp,ssl,RSTR,220,505,tcp ssl RSTR 220->505 normal,normal
1523,flow-001522,tcp,dns,RSTO,79,1079,tcp dns RSTO 79->1079 normal,normal
1524,flow-001523,icmp,ftp,S1,1474,558,icmp ftp S1 1474->558 normal,normal
1525,flow-001524,tcp,ftp,REJ,674,71,tcp ftp REJ 674->71 normal,normal
1526,flow-001525,udp,ssl,REJ,121,914,udp ssl REJ 121->914 attack,attack
1527,flow-001526,udp,other,S1,19,879,udp other S1 19->879 normal,normal
1528,flow-001527,udp,ssl,RSTO,978,393,udp ssl RSTO 978->393 normal,normal
1529,flow-001528,icmp,smtp,S1,771,271,icmp smtp S1 771->271 normal,normal
1530,flow-001529,icmp,ftp,S1,779,2420,icmp ftp S1 779->2420 normal,normal
1531,flow-001530,tcp,other,S1,149,799,tcp other S1 149->799 normal,normal
1532,flow-001531,tcp,ftp,SF,41,1259,tcp ftp SF 41->1259 normal,normal
1533,flow-001532,tcp,dns,SF,71,346,tcp dns SF 71->346 attack,attack
1534,flow-001533,icmp,ftp,RSTR,710,1437,icmp ftp RSTR 710->1437 normal,normal
1535,flow-001534,udp,ssh,REJ,476,58,udp ssh REJ 476->58 attack,attack
1536,flow-001535,udp,other,S0,439,1118,udp other S0 439->1118 attack,attack
1537,flow-001536,udp,dns,REJ,807,124,udp dns REJ 807->124 normal,normal
1538,flow-001537,tcp,dns,SF,171,1320,tcp dns SF 171->1320 normal,normal
1539,flow-001538,tcp,smtp,RSTO,743,342,tcp smtp RSTO 743->342 normal,normal
1540,flow-001539,tcp,ftp,RSTO,131,1436,tcp ftp RSTO 131->1436 normal,normal
1541,flow-001540,icmp,other,RSTR,1571,758,icmp other RSTR 1571->758 attack,attack
1542,flow-001541,tcp,other,S1,1246,1052,tcp other S1 1246->1052 normal,normal
1543,flow-001542,tcp,ssl,REJ,945,1037,tcp ssl REJ 945->1037 attack,attack
1544,flow-001543,udp,ssl,SF,365,1213,udp ssl SF 365->1213 normal,normal
1545,flow-001544,tcp,http,SF,573,770,tcp http SF 573->770 normal,normal
1546,flow-001545,udp,http,S1,408,312,udp http S1 408->312 normal,normal
1547,flow-001546,icmp,ssh,S1,1030,257,icmp ssh S1 1030->257 normal,normal
1548,flow-001547,icmp,http,S1,319,1514,icmp http S1 319->1514 normal,normal
1549,flow-001548,tcp,ftp,RSTR,656,493,tcp ftp RSTR 656->493 normal,normal
1550,flow-001549,icmp,ftp,SF,370,132,icmp ftp SF 370->132 attack,attack
1551,flow-001550,udp,ssh,RSTO,170,866,udp ssh RSTO 170->866 normal,normal
1552,flow-001551,udp,ssh,S0,1405,1134,udp ssh S0 1405->1134 normal,normal
1553,flow-001552,udp,dns,REJ,189,266,udp dns REJ 189->266 normal,normal
1554,flow-001553,udp,ftp,RSTO,732,1011,udp ftp RSTO 732->1011 normal,normal
1555,flow-001554,icmp,ftp,S0,925,1167,icmp ftp S0 925->1167 attack,attack
1556,flow-001555,udp,smtp,RSTR,1524,1310,udp smtp RSTR 1524->1310 attack,attack
1557,flow-001556,udp,smtp,SF,934,1500,udp smtp SF 934->1500 normal,normal
1558,flow-001557,icmp,ssl,RSTO,1151,1197,icmp ssl RSTO 1151->1197 normal,normal
1559,flow-001558,udp,ssl,RSTO,503,390,udp ssl RSTO 503->390 normal,normal
1560,flow-001559,tcp,ssl,S0,1072,728,tcp ssl S0 1072->728 attack,attack
1561,flow-001560,icmp,http,S0,984,62,icmp http S0 984->62 normal,normal
1562,flow-001561,tcp,smtp,RSTO,503,135,tcp smtp RSTO 503->135 normal,normal
1563,flow-001562,udp,dns,RSTO,497,1082,udp dns RSTO 497->1082 normal,normal
1564,flow-001563,udp,ssl,RSTO,335,445,udp ssl RSTO 335->445 attack,attack
1565,flow-001564,tcp,http,S1,226,1606,tcp http S1 226->1606 normal,normal
1566,flow-001565,udp,ssl,RSTO,1245,482,udp ssl RSTO 1245->482 normal,normal
1567,flow-001566,icmp,other,SF,788,1250,icmp other SF 788->1250 normal,normal
1568,flow-001567,tcp,smtp,S0,595,323,tcp smtp S0 595->323 normal,normal
1569,flow-001568,udp,other,RSTO,61,542,udp other RSTO 61->542 normal,normal
1570,flow-001569,icmp,ssl,RSTR,1107,1,icmp ssl RSTR 1107->1 attack,attack
1571,flow-001570,icmp,other,RSTO,954,1316,icmp other RSTO 954->1316 normal,normal
1572,flow-001571,tcp,http,S0,1073,1390,tcp http S0 1073->1390 normal,normal
1573,flow-001572,tcp,ssl,RSTR,689,846,tcp ssl RSTR 689->846 normal,normal
1574,flow-001573,tcp,dns,S1,572,2004,tcp dns S1 572->2004 normal,normal
1575,flow-001574,tcp,smtp,S0,176,199,tcp smtp S0 176->199 attack,attack
1576,flow-001575,icmp,ftp,RSTO,314,205,icmp ftp RSTO 314->205 normal,normal
1577,flow-001576,icmp,http,RSTO,532,636,icmp http RSTO 532->636 attack,attack
1578,flow-001577,udp,dns,RSTO,478,652,udp dns RSTO 478->652 attack,attack
1579,flow-001578,icmp,other,S1,152,67,icmp other S1 152->67 normal,normal
1580,flow-001579,tcp,smtp,RSTO,284,486,tcp smtp RSTO 284->486 attack,attack
1581,flow-001580,udp,other,S0,816,162,udp other S0 816->162 normal,normal
1582,flow-001581,icmp,http,RSTR,600,769,icmp http RSTR 600->769 normal,normal
1583,flow-001582,icmp,ssl,RSTR,709,169,icmp ssl RSTR 709->169 normal,normal
1584,flow-001583,icmp,http,SF,83,339,icmp http SF 83->339 attack,attack
1585,flow-001584,icmp,http,S1,1077,293,icmp http S1 1077->293 attack,attack
1586,flow-001585,udp,ssl,SF,587,1501,udp ssl SF 587->1501 attack,attack
1587,flow-001586,icmp,ssh,REJ,1218,1429,icmp ssh REJ 1218->1429 normal,normal
1588,flow-001587,tcp,ftp,RSTR,207,1344,tcp ftp RSTR 207->1344 normal,normal
1589,flow-001588,tcp,smtp,SF,313,749,tcp smtp SF 313->749 normal,normal
1590,flow-001589,tcp,dns,RSTO,986,355,tcp dns RSTO 986->355 normal,normal
1591,flow-001590,icmp,other,S1,331,445,icmp other S1 331->445 normal,normal
1592,flow-001591,icmp,other,S1,837,673,icmp other S1 837->673 normal,normal
1593,flow-001592,tcp,other,S1,599,351,tcp other S1 599->351 normal,normal
1594,flow-001593,udp,dns,RSTO,187,1749,udp dns RSTO 187->1749 normal,normal
1595,flow-001594,udp,http,RSTR,295,156,udp http RSTR 295->156 normal,normal
1596,flow-001595,udp,smtp,RSTO,1628,54,udp smtp RSTO 1628->54 normal,normal
1597,flow-001596,icmp,other,RSTO,868,611,icmp other RSTO 868->611 normal,normal
1598,flow-001597,tcp,http,S0,784,992,tcp http S0 784->992 normal,normal
1599,flow-001598,tcp,ssl,SF,1836,604,tcp ssl SF 1836->604 attack,attack
1600,flow-001599,tcp,smtp,S0,616,864,tcp smtp S0 616->864 normal,normal
1601,flow-001600,udp,ssh,REJ,830,1152,udp ssh REJ 830->1152 normal,normal
1602,flow-001601,icmp,ssh,S1,212,465,icmp ssh S1 212->465 normal,normal
1603,flow-001602,icmp,dns,S0,831,728,icmp dns S0 831->728 normal,normal
1604,flow-001603,icmp,ssh,SF,121,355,icmp ssh SF 121->355 normal,normal
1605,flow-001604,udp,ssl,REJ,1197,1591,udp ssl REJ 1197->1591 normal,normal
1606,flow-001605,udp,other,S1,821,1526,udp other S1 821->1526 normal,normal
1607,flow-001606,tcp,ssl,RSTO,623,1391,tcp ssl RSTO 623->1391 normal,normal
1608,flow-001607,udp,ssl,S1,892,485,udp ssl S1 892->485 normal,normal
1609,flow-001608,udp,dns,S0,561,597,udp dns S0 561->597 normal,normal
1610,flow-001609,tcp,http,S0,197,696,tcp http S0 197->696 normal,normal
1611,flow-001610,icmp,dns,S0,430,709,icmp dns S0 430->709 normal,normal
1612,flow-001611,tcp,smtp,RSTR,1367,653,tcp smtp RSTR 1367->653 normal,normal
1613,flow-001612,tcp,ssh,RSTR,961,1345,tcp ssh RSTR 961->1345 normal,normal
1614,flow-001613,icmp,smtp,S1,107,442,icmp smtp S1 107->442 normal,normal
1615,flow-001614,icmp,ssl,REJ,1301,427,icmp ssl REJ 1301->427 normal,normal
1616,flow-001615,tcp,ssh,RSTO,1302,522,tcp ssh RSTO 1302->522 normal,normal
1617,flow-001616,tcp,other,RSTR,1010,1495,tcp other RSTR 1010->1495 normal,normal
1618,flow-001617,tcp,dns,RSTO,829,23,tcp dns RSTO 829->23 normal,normal
1619,flow-001618,tcp,ssh,RSTR,317,459,tcp ssh RSTR 317->459 normal,normal
1620,flow-001619,icmp,http,REJ,553,349,icmp http REJ 553->349 attack,attack
1621,flow-001620,udp,ssl,RSTR,96,1062,udp ssl RSTR 96->1062 attack,attack
1622,flow-001621,tcp,dns,S0,345,1442,tcp dns S0 345->1442 normal,normal
1623,flow-001622,tcp,http,S0,332,344,tcp http S0 332->344 normal,normal
1624,flow-001623,icmp,ssh,S1,1371,352,icmp ssh S1 1371->352 normal,normal
1625,flow-001624,icmp,dns,S0,585,380,icmp dns S0 585->380 normal,normal
1626,flow-001625,udp,ssh,S1,741,725,udp ssh S1 741->725 normal,normal
1627,flow-001626,udp,ftp,REJ,397,1487,udp ftp REJ 397->1487 normal,normal
1628,flow-001627,icmp,smtp,RSTR,244,518,icmp smtp RSTR 244->518 attack,attack
1629,flow-001628,udp,ssl,S0,1318,315,udp ssl S0 1318->315 normal,normal
1630,flow-001629,udp,ftp,RSTR,135,262,udp ftp RSTR 135->262 normal,normal
1631,flow-001630,udp,other,SF,407,12,udp other SF 407->12 normal,normal
1632,flow-001631,tcp,other,S1,1138,517,tcp other S1 1138->517 normal,normal
1633,flow-001632,udp,smtp,REJ,107,2457,udp smtp REJ 107->2457 normal,normal
1634,flow-001633,icmp,http,RSTO,1384,1548,icmp http RSTO 1384->1548 normal,normal
1635,flow-001634,udp,other,RSTO,388,519,udp other RSTO 388->519 attack,attack
1636,flow-001635,udp,other,S1,890,1779,udp other S1 890->1779 normal,normal
1637,flow-001636,tcp,dns,RSTO,1384,812,tcp dns RSTO 1384->812 normal,normal
1638,flow-001637,tcp,http,SF,243,2302,tcp http SF 243->2302 normal,normal
1639,flow-001638,tcp,smtp,S1,520,402,tcp smtp S1 520->402 attack,attack
1640,flow-001639,tcp,other,RSTO,97,567,tcp other RSTO 97->567 normal,normal
1641,flow-001640,tcp,other,RSTO,295,1342,tcp other RSTO 295->1342 normal,normal
1642,flow-001641,udp,ssh,S0,717,353,udp ssh S0 717->353 normal,normal
1643,flow-001642,tcp,dns,S1,974,388,tcp dns S1 974->388 normal,normal
1644,flow-001643,tcp,ftp,RSTR,107,880,tcp ftp RSTR 107->880 normal,normal
1645,flow-001644,udp,http,RSTR,755,216,udp http RSTR 755->216 normal,normal
1646,flow-001645,udp,ssl,S1,1176,949,udp ssl S1 1176->949 normal,normal
1647,flow-001646,udp,smtp,RSTR,1128,1422,udp smtp RSTR 1128->1422 attack,attack
1648,flow-001647,tcp,http,S0,547,1011,tcp http S0 547->1011 normal,normal
1649,flow-001648,icmp,other,SF,1429,271,icmp other SF 1429->271 normal,normal
1650,flow-001649,icmp,smtp,SF,87,585,icmp smtp SF 87->585 normal,normal
1651,flow-001650,icmp,dns,SF,736,1279,icmp dns SF 736->1279 attack,attack
1652,flow-001651,udp,ssl,RSTO,103,1350,udp ssl RSTO 103->1350 attack,attack
1653,flow-001652,udp,smtp,SF,460,1267,udp smtp SF 460->1267 normal,normal
1654,flow-001653,tcp,other,S1,384,845,tcp other S1 384->845 normal,normal
1655,flow-001654,icmp,ftp,S1,1050,1342,icmp ftp S1 1050->1342 attack,attack
1656,flow-001655,udp,ssh,REJ,981,216,udp ssh REJ 981->216 normal,normal
1657,flow-001656,tcp,dns,S0,343,386,tcp dns S0 343->386 normal,normal
1658,flow-001657,tcp,http,REJ,594,722,tcp http REJ 594->722 normal,normal
1659,flow-001658,tcp,ssl,REJ,680,934,tcp ssl REJ 680->934 normal,normal
1660,flow-001659,icmp,other,RSTO,843,1495,icmp other RSTO 843->1495 normal,normal
1661,flow-001660,udp,ftp,RSTO,485,960,udp ftp RSTO 485->960 attack,attack
1662,flow-001661,icmp,ssh,RSTO,354,1727,icmp ssh RSTO 354->1727 normal,normal
1663,flow-001662,udp,ssl,S1,302,897,udp ssl S1 302->897 normal,normal
1664,flow-001663,tcp,other,S0,475,1004,tcp other S0 475->1004 attack,attack
1665,flow-001664,tcp,other,RSTR,437,741,tcp other RSTR 437->741 normal,normal
1666,flow-001665,udp,ssl,S0,485,167,udp ssl S0 485->167 normal,normal
1667,flow-001666,udp,ftp,SF,1426,1322,udp ftp SF 1426->1322 attack,attack
1668,flow-001667,tcp,http,SF,753,1144,tcp http SF 753->1144 normal,normal
1669,flow-001668,tcp,http,SF,662,1363,tcp http SF 662->1363 normal,normal
1670,flow-001669,tcp,smtp,S0,83,1487,tcp smtp S0 83->1487 normal,normal
1671,flow-001670,udp,other,REJ,976,109,udp other REJ 976->109 normal,normal
1672,flow-001671,icmp,smtp,RSTR,427,869,icmp smtp RSTR 427->869 normal,normal
1673,flow-001672,icmp,ftp,REJ,866,1331,icmp ftp REJ 866->1331 normal,normal
1674,flow-001673,udp,smtp,SF,190,31,udp smtp SF 190->31 normal,normal
1675,flow-001674,tcp,smtp,SF,1066,570,tcp smtp SF 1066->570 attack,attack
1676,flow-001675,icmp,smtp,REJ,897,1360,icmp smtp REJ 897->1360 normal,normal
1677,flow-001676,udp,other,RSTR,1252,20,udp other RSTR 1252->20 normal,normal
1678,flow-001677,icmp,smtp,RSTO,116,174,icmp smtp RSTO 116->174 normal,normal
1679,flow-001678,tcp,other,REJ,263,1534,tcp other REJ 263->1534 normal,normal
1680,flow-001679,udp,smtp,RSTR,707,838,udp smtp RSTR 707->838 normal,normal
1681,flow-001680,udp,ssl,RSTR,546,914,udp ssl RSTR 546->914 normal,normal
1682,flow-001681,tcp,http,S1,797,250,tcp http S1 797->250 attack,attack
1683,flow-001682,icmp,dns,SF,1190,2008,icmp dns SF 1190->2008 normal,normal
1684,flow-001683,icmp,http,RSTO,9,959,icmp http RSTO 9->959 normal,normal
1685,flow-001684,icmp,ftp,S0,88,1510,icmp ftp S0 88->1510 normal,normal
1686,flow-001685,udp,ftp,RSTO,519,432,udp ftp RSTO 519->432 normal,normal
1687,flow-001686,tcp,ssh,SF,60,347,tcp ssh SF 60->347 normal,normal
1688,flow-001687,tcp,http,RSTR,272,959,tcp http RSTR 272->959 normal,normal
1689,flow-001688,tcp,other,SF,449,1308,tcp other SF 449->1308 attack,attack
1690,flow-001689,icmp,ssl,S0,623,450,icmp ssl S0 623->450 normal,normal
1691,flow-001690,icmp,ssh,REJ,684,1838,icmp ssh REJ 684->1838 normal,normal
1692,flow-001691,tcp,dns,S1,683,1339,tcp dns S1 683->1339 normal,normal
1693,flow-001692,tcp,smtp,REJ,568,1013,tcp smtp REJ 568->1013 normal,normal
1694,flow-001693,udp,ssh,S0,238,373,udp ssh S0 238->373 normal,normal
1695,flow-001694,udp,other,RSTO,504,1022,udp other RSTO 504->1022 attack,attack
1696,flow-001695,udp,http,S1,131,682,udp http S1 131->682 normal,normal
1697,flow-001696,icmp,ssl,RSTO,974,51,icmp ssl RSTO 974->51 normal,normal
1698,flow-001697,udp,http,S1,471,133,udp http S1 471->133 normal,normal
1699,flow-001698,tcp,dns,RSTO,853,514,tcp dns RSTO 853->514 normal,normal
1700,flow-001699,udp,smtp,RSTR,459,10,udp smtp RSTR 459->10 attack,attack
1701,flow-001700,tcp,smtp,REJ,297,1173,tcp smtp REJ 297->1173 normal,normal
1702,flow-001701,udp,ftp,RSTR,405,278,udp ftp RSTR 405->278 normal,normal
1703,flow-001702,icmp,ssl,SF,157,324,icmp ssl SF 157->324 normal,normal
1704,flow-001703,tcp,http,S1,191,1528,tcp http S1 191->1528 normal,normal
1705,flow-001704,udp,dns,SF,1068,504,udp dns SF 1068->504 normal,normal
1706,flow-001705,icmp,other,SF,111,625,icmp other SF 111->625 normal,normal
1707,flow-001706,icmp,dns,S0,1271,869,icmp dns S0 1271->869 normal,normal
